chr1	111	0.00
chr1	110	0.00
chr1	109	0.00
chr1	108	0.00
chr1	107	0.00
chr1	106	0.00
chr1	105	0.00
chr1	104	0.00
chr1	103	0.00
chr1	102	0.00
chr1	101	0.00
chr1	100	0.00
chr1	99	0.00
chr1	98	0.00
chr1	97	0.00
chr1	96	0.00
chr1	95	0.00
chr1	94	0.00
chr1	93	0.00
chr1	92	0.00
chr1	91	0.00
chr1	90	0.00
chr1	89	0.00
chr1	88	0.00
chr1	87	0.00
chr1	86	0.00
chr1	85	0.00
chr1	84	0.00
chr1	83	0.00
chr1	82	0.00
chr1	81	0.00
chr1	80	0.00
chr1	79	0.00
chr1	78	0.00
chr1	77	0.00
chr1	76	0.00
chr1	75	0.00
chr1	74	0.00
chr1	73	0.00
chr1	72	0.01
chr1	71	0.01
chr1	70	0.01
chr1	69	0.01
chr1	68	0.01
chr1	67	0.02
chr1	66	0.02
chr1	65	0.03
chr1	64	0.04
chr1	63	0.05
chr1	62	0.06
chr1	61	0.07
chr1	60	0.09
chr1	59	0.11
chr1	58	0.13
chr1	57	0.15
chr1	56	0.18
chr1	55	0.21
chr1	54	0.24
chr1	53	0.28
chr1	52	0.32
chr1	51	0.36
chr1	50	0.40
chr1	49	0.44
chr1	48	0.49
chr1	47	0.53
chr1	46	0.57
chr1	45	0.62
chr1	44	0.66
chr1	43	0.69
chr1	42	0.73
chr1	41	0.77
chr1	40	0.80
chr1	39	0.82
chr1	38	0.85
chr1	37	0.87
chr1	36	0.89
chr1	35	0.91
chr1	34	0.92
chr1	33	0.93
chr1	32	0.95
chr1	31	0.95
chr1	30	0.96
chr1	29	0.97
chr1	28	0.97
chr1	27	0.98
chr1	26	0.98
chr1	25	0.98
chr1	24	0.99
chr1	23	0.99
chr1	22	0.99
chr1	21	0.99
chr1	20	0.99
chr1	19	0.99
chr1	18	0.99
chr1	17	0.99
chr1	16	1.00
chr1	15	1.00
chr1	14	1.00
chr1	13	1.00
chr1	12	1.00
chr1	11	1.00
chr1	10	1.00
chr1	9	1.00
chr1	8	1.00
chr1	7	1.00
chr1	6	1.00
chr1	5	1.00
chr1	4	1.00
chr1	3	1.00
chr1	2	1.00
chr1	1	1.00
chr1	0	1.00
chr2	107	0.00
chr2	106	0.00
chr2	105	0.00
chr2	104	0.00
chr2	103	0.00
chr2	102	0.00
chr2	101	0.00
chr2	100	0.00
chr2	99	0.00
chr2	98	0.00
chr2	97	0.00
chr2	96	0.00
chr2	95	0.00
chr2	94	0.00
chr2	93	0.00
chr2	92	0.00
chr2	91	0.00
chr2	90	0.00
chr2	89	0.00
chr2	88	0.00
chr2	87	0.00
chr2	86	0.00
chr2	85	0.00
chr2	84	0.00
chr2	83	0.00
chr2	82	0.00
chr2	81	0.01
chr2	80	0.01
chr2	79	0.01
chr2	78	0.01
chr2	77	0.01
chr2	76	0.01
chr2	75	0.01
chr2	74	0.01
chr2	73	0.01
chr2	72	0.01
chr2	71	0.02
chr2	70	0.02
chr2	69	0.02
chr2	68	0.02
chr2	67	0.03
chr2	66	0.03
chr2	65	0.04
chr2	64	0.05
chr2	63	0.06
chr2	62	0.07
chr2	61	0.08
chr2	60	0.10
chr2	59	0.12
chr2	58	0.14
chr2	57	0.16
chr2	56	0.19
chr2	55	0.23
chr2	54	0.26
chr2	53	0.30
chr2	52	0.34
chr2	51	0.38
chr2	50	0.43
chr2	49	0.47
chr2	48	0.52
chr2	47	0.56
chr2	46	0.61
chr2	45	0.65
chr2	44	0.69
chr2	43	0.73
chr2	42	0.77
chr2	41	0.80
chr2	40	0.83
chr2	39	0.85
chr2	38	0.88
chr2	37	0.90
chr2	36	0.91
chr2	35	0.93
chr2	34	0.94
chr2	33	0.95
chr2	32	0.96
chr2	31	0.97
chr2	30	0.97
chr2	29	0.98
chr2	28	0.98
chr2	27	0.98
chr2	26	0.99
chr2	25	0.99
chr2	24	0.99
chr2	23	0.99
chr2	22	0.99
chr2	21	0.99
chr2	20	0.99
chr2	19	1.00
chr2	18	1.00
chr2	17	1.00
chr2	16	1.00
chr2	15	1.00
chr2	14	1.00
chr2	13	1.00
chr2	12	1.00
chr2	11	1.00
chr2	10	1.00
chr2	9	1.00
chr2	8	1.00
chr2	7	1.00
chr2	6	1.00
chr2	5	1.00
chr2	4	1.00
chr2	3	1.00
chr2	2	1.00
chr2	1	1.00
chr2	0	1.00
chr3	112	0.00
chr3	111	0.00
chr3	110	0.00
chr3	109	0.00
chr3	108	0.00
chr3	107	0.00
chr3	106	0.00
chr3	105	0.00
chr3	104	0.00
chr3	103	0.00
chr3	102	0.00
chr3	101	0.00
chr3	100	0.00
chr3	99	0.00
chr3	98	0.00
chr3	97	0.00
chr3	96	0.00
chr3	95	0.00
chr3	94	0.00
chr3	93	0.00
chr3	92	0.00
chr3	91	0.00
chr3	90	0.00
chr3	89	0.00
chr3	88	0.00
chr3	87	0.00
chr3	86	0.00
chr3	85	0.00
chr3	84	0.00
chr3	83	0.00
chr3	82	0.00
chr3	81	0.00
chr3	80	0.00
chr3	79	0.00
chr3	78	0.00
chr3	77	0.00
chr3	76	0.00
chr3	75	0.00
chr3	74	0.00
chr3	73	0.00
chr3	72	0.00
chr3	71	0.01
chr3	70	0.01
chr3	69	0.01
chr3	68	0.01
chr3	67	0.02
chr3	66	0.02
chr3	65	0.03
chr3	64	0.04
chr3	63	0.04
chr3	62	0.06
chr3	61	0.07
chr3	60	0.09
chr3	59	0.11
chr3	58	0.13
chr3	57	0.16
chr3	56	0.19
chr3	55	0.22
chr3	54	0.26
chr3	53	0.30
chr3	52	0.34
chr3	51	0.38
chr3	50	0.43
chr3	49	0.48
chr3	48	0.52
chr3	47	0.57
chr3	46	0.62
chr3	45	0.66
chr3	44	0.70
chr3	43	0.74
chr3	42	0.77
chr3	41	0.81
chr3	40	0.83
chr3	39	0.86
chr3	38	0.88
chr3	37	0.90
chr3	36	0.92
chr3	35	0.93
chr3	34	0.94
chr3	33	0.95
chr3	32	0.96
chr3	31	0.97
chr3	30	0.97
chr3	29	0.98
chr3	28	0.98
chr3	27	0.98
chr3	26	0.99
chr3	25	0.99
chr3	24	0.99
chr3	23	0.99
chr3	22	0.99
chr3	21	0.99
chr3	20	0.99
chr3	19	1.00
chr3	18	1.00
chr3	17	1.00
chr3	16	1.00
chr3	15	1.00
chr3	14	1.00
chr3	13	1.00
chr3	12	1.00
chr3	11	1.00
chr3	10	1.00
chr3	9	1.00
chr3	8	1.00
